Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,21,22,9,29,13
4,24,22,9,8,10
5,23,22,9,9,9
6,24,22,9,10,10
5,25,22,9,9,11
6,24,22,9,10,12
7,23,22,9,11,13
6,24,22,9,12,14
7,25,22,9,13,13
8,24,22,9,14,14
9,25,22,9,15,15
10,24,22,9,16,16
11,23,22,9,17,17
10,24,22,9,18,16
11,25,22,9,17,17
10,26,22,9,18,16
11,25,22,9,19,15
12,24,22,9,20,14
11,25,22,9,21,13
12,26,22,9,20,14
11,27,22,9,21,15
12,26,22,9,22,14
13,25,22,9,23,15
14,26,22,9,22,16
15,25,22,9,23,15
16,24,22,9,24,16
17,23,22,9,25,15
18,22,22,9,26,14
19,21,22,9,27,13
18,22,22,9,28,12
19,21,22,9,27,13
20,20,22,9,28,12
21,21,22,9,29,13
