Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,27,3,1,28,21
11,29,3,1,8,19
10,28,3,1,7,20
11,29,3,1,8,19
10,28,3,1,9,18
9,29,3,1,10,19
10,28,3,1,9,20
11,27,3,1,8,21
12,26,3,1,9,22
13,25,3,1,10,23
14,24,3,1,9,24
15,25,3,1,10,23
16,26,3,1,11,24
17,27,3,1,12,23
18,26,3,1,13,24
19,27,3,1,14,23
20,28,3,1,15,24
19,29,3,1,16,23
18,28,3,1,17,22
19,27,3,1,16,23
20,26,3,1,17,22
21,27,3,1,18,23
22,26,3,1,19,22
23,25,3,1,20,21
24,26,3,1,19,22
25,27,3,1,18,23
24,28,3,1,19,24
25,27,3,1,20,23
24,28,3,1,21,22
25,27,3,1,22,21
26,28,3,1,21,22
27,27,3,1,22,21
26,28,3,1,23,20
25,29,3,1,22,21
24,28,3,1,21,22
25,29,3,1,22,21
26,28,3,1,23,22
25,29,3,1,24,21
26,28,3,1,25,22
27,27,3,1,26,21
28,26,3,1,27,22
27,27,3,1,28,21
28,26,3,1,27,20
29,27,3,1,28,21
