Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,21,14,28,24,20
15,11,14,28,16,18
14,12,14,28,17,17
15,13,14,28,18,16
16,14,14,28,19,17
17,13,14,28,18,18
16,14,14,28,19,17
17,15,14,28,20,16
18,14,14,28,21,17
19,13,14,28,20,18
20,14,14,28,21,19
21,13,14,28,20,20
20,14,14,28,19,21
19,15,14,28,20,22
20,16,14,28,19,23
21,15,14,28,20,22
22,16,14,28,19,23
21,17,14,28,18,24
20,18,14,28,17,25
21,19,14,28,18,24
20,20,14,28,19,23
21,19,14,28,20,22
22,20,14,28,21,21
21,21,14,28,22,22
22,20,14,28,21,23
21,21,14,28,22,22
22,20,14,28,23,21
21,21,14,28,24,20
