Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
20,9,20,9,22,11
2,11,20,9,12,1
3,10,20,9,13,2
4,9,20,9,14,1
5,8,20,9,15,2
4,9,20,9,16,1
5,8,20,9,17,2
6,7,20,9,16,3
5,8,20,9,17,4
6,9,20,9,16,5
5,10,20,9,15,6
6,11,20,9,16,5
5,12,20,9,17,4
6,11,20,9,18,3
7,10,20,9,17,4
8,9,20,9,16,5
7,10,20,9,15,6
6,11,20,9,16,5
7,10,20,9,17,6
8,11,20,9,16,7
9,10,20,9,17,8
10,9,20,9,18,7
11,8,20,9,17,8
10,9,20,9,18,9
11,8,20,9,19,8
10,9,20,9,18,9
11,10,20,9,17,10
10,11,20,9,18,9
11,10,20,9,17,10
12,11,20,9,16,11
13,10,20,9,17,12
14,11,20,9,16,13
15,10,20,9,17,12
16,9,20,9,18,13
17,8,20,9,19,12
16,9,20,9,18,13
17,8,20,9,19,14
16,9,20,9,18,15
17,8,20,9,19,16
18,7,20,9,20,15
17,8,20,9,19,16
16,9,20,9,20,15
17,10,20,9,19,16
18,11,20,9,20,15
19,10,20,9,21,14
18,11,20,9,22,13
19,10,20,9,23,12
20,9,20,9,22,11
