Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,3,21,4,24,27
7,0,23,3,25,28
7,0,22,3,24,29
8,1,22,2,23,28
9,0,22,3,24,27
9,0,23,3,25,26
10,1,22,3,24,27
9,2,21,3,25,28
10,3,21,4,26,29
11,2,20,4,25,28
12,1,21,4,26,29
13,0,21,5,25,28
14,1,20,5,24,29
15,0,21,5,23,28
16,1,20,5,22,29
17,0,19,5,21,28
16,1,19,4,22,27
17,0,19,5,21,28
18,1,19,4,20,29
19,0,20,4,19,28
20,1,21,4,20,27
21,2,22,4,19,28
20,3,22,5,18,29
21,2,22,4,19,28
22,1,21,4,20,29
23,2,21,3,19,28
24,1,22,3,20,27
23,2,22,4,21,26
24,3,21,4,22,27
25,2,21,3,23,26
24,3,21,4,22,27
23,4,20,4,23,26
24,3,21,4,24,25
25,2,21,3,25,26
26,3,21,4,24,27
27,2,21,5,23,28
28,3,21,4,24,27
