Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,24,16,22,27,25
19,28,16,22,23,19
20,29,16,22,24,20
21,28,16,22,23,21
20,29,16,22,24,20
21,28,16,22,25,21
20,29,16,22,26,22
21,28,16,22,25,23
20,29,16,22,26,24
19,28,16,22,25,25
20,27,16,22,26,26
21,28,16,22,25,27
20,29,16,22,26,26
20,29,16,22,25,27
19,28,16,22,26,26
20,27,16,22,25,27
21,28,16,22,26,28
22,27,16,22,27,29
23,26,16,22,27,29
24,25,16,22,27,29
25,26,16,22,28,28
26,25,16,22,27,29
27,24,16,22,27,29
26,23,16,22,26,28
27,22,16,22,27,27
28,23,16,22,28,26
29,24,16,22,27,25
