Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,18,20,24,28,23
7,17,18,29,15,28
6,18,19,29,16,27
7,17,18,29,17,28
8,16,19,28,16,29
9,17,20,28,15,28
10,18,19,28,16,27
11,17,19,27,17,26
10,18,19,26,18,25
11,19,20,27,19,24
12,20,19,27,20,23
13,19,20,27,21,24
14,18,19,27,22,23
15,19,19,26,21,24
16,18,20,25,22,25
17,19,20,24,23,24
16,20,20,23,22,25
17,19,21,22,21,26
18,18,21,23,22,25
17,19,21,24,23,26
18,18,20,25,24,25
19,17,21,25,25,24
20,18,22,25,24,23
19,19,21,24,25,22
20,18,21,25,24,23
21,19,21,24,25,22
22,18,20,24,26,21
23,17,19,24,27,22
24,18,20,24,28,23
