Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,19,25,20,28,20
12,28,25,20,2,20
13,29,25,20,3,21
13,29,25,20,4,20
14,28,25,20,5,19
15,29,25,20,4,20
15,29,25,20,5,21
15,29,25,20,4,22
14,28,25,20,5,23
15,29,25,20,4,24
14,28,25,20,3,25
13,29,25,20,4,26
13,29,25,20,3,27
13,29,25,20,4,26
12,28,25,20,5,27
11,29,25,20,6,26
10,28,25,20,5,27
11,27,25,20,6,28
12,26,25,20,7,27
13,27,25,20,8,28
12,28,25,20,9,27
11,29,25,20,10,28
10,28,25,20,11,29
11,29,25,20,12,28
10,28,25,20,13,27
11,27,25,20,14,26
10,28,25,20,15,27
9,29,25,20,16,28
8,28,25,20,17,27
9,27,25,20,16,28
10,26,25,20,17,29
11,25,25,20,17,29
12,24,25,20,16,28
13,23,25,20,17,27
14,22,25,20,18,26
13,21,25,20,19,25
14,20,25,20,18,26
15,19,25,20,19,27
16,18,25,20,18,28
17,17,25,20,17,29
16,18,25,20,17,29
17,17,25,20,16,28
18,16,25,20,17,29
17,17,25,20,16,28
18,18,25,20,17,27
19,17,25,20,18,28
18,18,25,20,17,29
19,17,25,20,18,28
20,16,25,20,19,27
21,17,25,20,20,28
22,16,25,20,21,27
23,17,25,20,22,26
24,16,25,20,23,25
23,17,25,20,24,24
24,16,25,20,23,25
23,17,25,20,24,24
24,16,25,20,25,23
23,17,25,20,26,22
22,18,25,20,27,23
23,17,25,20,28,22
22,18,25,20,27,21
21,19,25,20,28,20
