Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
12,28,6,26,21,13
15,25,6,26,10,10
16,24,6,26,11,11
17,23,6,26,12,10
16,24,6,26,13,9
15,25,6,26,14,8
16,24,6,26,15,9
15,25,6,26,16,10
16,26,6,26,17,11
15,27,6,26,18,10
16,26,6,26,19,11
17,25,6,26,20,12
16,24,6,26,19,11
15,25,6,26,20,10
16,24,6,26,21,9
15,25,6,26,22,8
16,26,6,26,23,7
15,27,6,26,22,8
16,28,6,26,23,7
17,27,6,26,22,8
16,28,6,26,21,9
15,29,6,26,20,10
14,28,6,26,19,11
15,27,6,26,18,12
14,28,6,26,17,13
13,29,6,26,18,14
14,28,6,26,19,13
13,29,6,26,20,12
12,28,6,26,21,13
