Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,26,15,22,25,28
3,21,15,22,9,24
4,22,15,22,8,25
5,21,15,22,9,24
6,20,15,22,10,25
7,21,15,22,11,26
8,22,15,22,12,27
9,23,15,22,13,26
8,24,15,22,14,27
9,23,15,22,15,28
10,22,15,22,16,29
11,21,15,22,17,28
12,22,15,22,18,29
13,21,15,22,17,28
14,20,15,22,16,29
13,21,15,22,15,28
14,22,15,22,16,27
13,23,15,22,15,28
14,24,15,22,16,29
15,23,15,22,15,28
16,22,15,22,16,29
17,23,15,22,16,29
18,22,15,22,17,28
19,21,15,22,18,27
20,20,15,22,19,28
21,19,15,22,20,29
20,20,15,22,21,28
19,21,15,22,22,27
20,22,15,22,21,28
21,23,15,22,20,29
22,22,15,22,21,28
23,23,15,22,22,27
24,24,15,22,21,28
25,23,15,22,22,27
24,24,15,22,23,26
23,25,15,22,22,27
24,26,15,22,23,28
25,25,15,22,24,27
26,26,15,22,25,28
27,25,15,22,24,29
28,26,15,22,25,28
