Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
16,15,10,28,23,26
6,11,10,28,9,20
7,10,10,28,8,21
6,11,10,28,9,20
7,10,10,28,10,19
8,11,10,28,11,20
9,12,10,28,12,19
10,11,10,28,13,18
9,12,10,28,14,17
8,13,10,28,15,16
9,12,10,28,14,17
8,13,10,28,15,18
9,12,10,28,16,19
10,11,10,28,17,20
11,10,10,28,18,21
10,11,10,28,17,22
11,12,10,28,18,21
12,13,10,28,17,22
13,12,10,28,18,23
12,13,10,28,19,24
13,12,10,28,20,25
12,13,10,28,21,26
11,14,10,28,22,25
12,13,10,28,23,24
11,14,10,28,24,25
10,15,10,28,23,26
11,14,10,28,22,27
12,13,10,28,23,28
11,14,10,28,22,29
12,13,10,28,21,28
13,12,10,28,20,29
14,13,10,28,21,28
15,14,10,28,22,27
16,15,10,28,23,26
