Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
11,28,10,14,20,18
2,19,8,12,9,15
1,20,7,12,10,14
2,19,7,13,11,15
3,20,7,12,10,16
4,19,7,13,11,17
3,20,6,12,12,16
4,21,7,12,11,17
5,20,7,13,10,18
6,19,6,13,9,19
7,18,6,14,8,20
8,19,7,14,9,19
9,20,7,15,8,20
10,19,8,15,9,19
11,20,9,15,8,20
10,21,8,15,9,19
9,22,8,14,8,20
8,23,7,14,9,19
9,22,7,15,10,18
8,23,8,14,9,19
9,24,7,14,10,18
10,23,8,14,11,17
9,24,7,15,12,16
10,25,8,15,13,15
11,26,8,16,14,16
12,25,7,16,15,15
11,26,8,16,16,16
10,27,8,15,17,17
11,28,8,14,18,16
10,29,9,14,19,17
11,28,10,14,20,18
