Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,24,4,10,22,26
10,29,4,10,23,11
10,29,4,10,24,12
10,29,4,10,25,11
10,29,4,10,26,12
10,29,4,10,25,13
11,28,4,10,24,14
12,27,4,10,25,13
13,26,4,10,24,14
14,27,4,10,23,15
15,26,4,10,22,16
16,25,4,10,21,17
17,24,4,10,20,18
16,25,4,10,19,19
17,24,4,10,18,20
18,23,4,10,17,21
19,24,4,10,18,22
20,23,4,10,19,23
21,24,4,10,20,22
22,25,4,10,19,23
21,24,4,10,18,24
22,23,4,10,19,23
23,22,4,10,18,24
24,23,4,10,19,23
23,24,4,10,20,24
22,25,4,10,21,25
21,24,4,10,22,26
