Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,20,18,13,26,16
8,6,18,13,16,14
9,5,18,13,17,15
8,6,18,13,18,16
7,7,18,13,19,17
6,8,18,13,18,16
5,9,18,13,19,17
4,10,18,13,18,16
5,11,18,13,17,17
4,12,18,13,16,18
3,11,18,13,15,19
4,12,18,13,16,20
5,11,18,13,17,19
6,12,18,13,18,18
7,11,18,13,19,17
8,12,18,13,20,16
9,13,18,13,21,15
10,12,18,13,22,16
11,13,18,13,21,17
12,12,18,13,22,16
11,13,18,13,21,17
12,12,18,13,22,16
13,11,18,13,21,17
14,12,18,13,22,18
13,13,18,13,23,17
12,14,18,13,24,18
11,15,18,13,25,17
12,16,18,13,24,18
11,17,18,13,25,17
10,18,18,13,24,18
9,19,18,13,25,17
8,20,18,13,26,16
