Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,25,22,17,21,28
5,11,23,5,6,15
4,12,23,6,7,14
5,11,22,6,6,15
6,12,22,7,7,16
7,11,23,7,8,17
8,10,24,7,7,18
9,11,23,7,8,19
8,12,24,7,7,20
9,13,24,6,6,21
10,14,25,6,7,22
11,13,24,6,8,23
10,14,24,5,9,22
11,13,24,4,8,23
10,14,23,4,9,22
11,13,22,4,10,23
10,14,22,3,9,24
11,13,23,3,8,25
12,12,24,3,7,26
13,13,24,2,8,27
14,12,23,2,9,28
15,11,22,3,8,29
14,12,22,2,9,28
13,13,23,2,8,29
14,12,22,3,9,28
15,13,22,2,10,27
16,12,23,2,11,26
17,13,24,3,12,25
18,14,24,4,11,26
19,15,24,5,12,27
20,14,24,6,11,28
21,15,24,5,12,29
20,16,25,5,13,28
21,17,24,5,14,27
20,18,24,4,15,26
19,19,24,5,16,25
18,20,24,6,17,26
19,19,25,6,18,25
18,20,25,7,19,24
19,19,25,8,18,25
18,20,26,8,19,26
19,19,26,9,20,25
20,18,27,9,19,26
19,19,27,8,20,27
20,18,26,8,21,28
21,17,26,7,20,29
22,16,27,7,19,28
23,15,27,8,20,27
22,16,27,9,21,28
23,17,27,10,20,29
24,18,28,10,21,28
25,19,28,11,20,29
26,20,27,11,19,28
27,21,26,11,18,29
28,20,25,11,18,29
27,21,25,10,18,29
28,22,26,10,18,29
27,21,26,11,19,28
28,20,25,11,18,29
27,19,24,11,17,28
26,20,24,12,18,29
25,21,24,13,17,28
26,22,24,14,16,29
27,23,24,15,17,28
26,24,24,16,18,27
27,25,24,15,19,26
28,26,23,15,20,27
27,25,23,16,21,26
28,24,23,17,22,27
29,25,22,17,21,28
