Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
23,25,12,11,29,22
9,23,12,11,12,17
8,24,12,11,13,16
9,25,12,11,14,15
8,26,12,11,13,16
7,27,12,11,14,15
8,28,12,11,13,16
9,27,12,11,14,15
8,28,12,11,15,14
9,29,12,11,16,13
8,28,12,11,15,14
9,27,12,11,14,15
10,28,12,11,13,16
11,29,12,11,14,15
10,28,12,11,15,14
11,27,12,11,14,15
12,28,12,11,15,16
13,29,12,11,16,17
12,28,12,11,17,18
13,27,12,11,18,19
12,28,12,11,17,20
13,27,12,11,18,19
12,28,12,11,17,20
13,29,12,11,18,21
14,28,12,11,17,22
15,27,12,11,18,23
14,28,12,11,19,22
15,29,12,11,20,23
15,29,12,11,21,24
14,28,12,11,22,25
15,27,12,11,23,24
14,28,12,11,24,23
15,27,12,11,25,22
14,28,12,11,26,21
15,27,12,11,25,22
16,28,12,11,26,21
17,27,12,11,27,20
18,26,12,11,28,21
19,25,12,11,27,22
18,26,12,11,28,21
19,25,12,11,27,22
20,24,12,11,28,23
21,25,12,11,27,22
22,24,12,11,28,21
23,25,12,11,29,22
