Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,8,21,29,28,26
2,4,21,29,25,21
3,5,21,29,24,22
4,4,21,29,25,21
5,5,21,29,26,22
6,4,21,29,27,23
5,5,21,29,26,24
6,6,21,29,27,23
7,7,21,29,26,24
8,8,21,29,25,25
9,7,21,29,24,26
10,6,21,29,25,25
11,5,21,29,26,24
12,4,21,29,27,25
13,3,21,29,26,26
12,4,21,29,27,25
11,5,21,29,26,26
10,6,21,29,25,27
11,7,21,29,24,28
10,8,21,29,25,27
11,7,21,29,26,26
10,8,21,29,25,27
9,9,21,29,24,28
10,8,21,29,25,29
9,9,21,29,25,29
10,8,21,29,26,28
11,7,21,29,27,27
10,8,21,29,28,26
