Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,25,15,5,29,14
3,28,9,7,10,13
4,29,9,8,11,12
5,28,9,9,12,11
6,27,9,10,11,12
7,26,8,11,10,13
6,27,7,10,9,14
7,26,6,10,10,13
8,27,7,10,11,12
9,28,8,10,10,13
8,29,9,10,9,14
7,28,10,10,8,15
8,27,10,11,9,16
7,28,10,10,10,15
8,29,9,10,9,16
9,28,8,10,8,17
10,27,9,10,9,18
11,28,8,10,10,17
12,29,9,10,11,16
13,28,10,10,12,15
12,29,11,10,13,14
11,28,11,11,14,13
10,29,11,10,13,14
9,28,11,11,14,15
10,27,11,12,15,14
11,26,11,11,16,13
12,27,10,11,17,12
13,26,11,11,18,13
14,27,11,10,19,12
13,28,12,10,20,13
12,29,11,9,21,12
11,28,10,9,20,13
12,29,11,9,21,12
13,28,11,8,20,13
14,27,10,8,21,12
15,28,10,7,22,13
16,27,10,6,23,14
15,28,11,6,22,13
14,29,11,7,23,12
15,28,10,7,24,13
16,27,10,6,25,14
17,26,10,5,26,15
16,27,9,5,25,16
17,28,10,5,24,17
18,27,11,5,25,16
19,28,12,5,26,15
18,29,12,4,25,16
17,28,13,4,26,15
18,27,13,5,27,14
19,26,13,4,28,15
20,25,13,5,27,14
21,24,13,4,28,15
22,23,14,4,27,14
21,24,14,3,28,15
22,25,14,4,27,14
23,24,15,4,28,13
22,25,15,5,29,14
