Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,25,6,4,20,28
11,23,6,4,17,29
12,24,6,4,17,29
13,23,6,4,18,28
14,22,6,4,17,29
15,21,6,4,18,28
14,22,6,4,19,27
15,21,6,4,20,26
16,22,6,4,21,27
17,21,6,4,22,26
18,22,6,4,23,25
17,23,6,4,22,26
16,24,6,4,23,27
17,25,6,4,24,28
18,24,6,4,23,29
19,25,6,4,22,28
20,24,6,4,21,29
21,25,6,4,20,28
22,24,6,4,19,29
23,23,6,4,18,28
24,22,6,4,19,29
23,23,6,4,19,29
24,24,6,4,19,29
25,25,6,4,20,28
24,26,6,4,19,29
25,25,6,4,18,28
26,24,6,4,17,29
25,25,6,4,18,28
24,26,6,4,17,29
25,27,6,4,16,28
24,28,6,4,17,27
25,27,6,4,18,26
26,26,6,4,19,25
27,25,6,4,18,26
28,24,6,4,19,27
29,25,6,4,20,28
