Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
26,17,17,27,26,20
11,14,17,27,7,23
10,15,17,27,6,24
11,14,17,27,7,23
12,15,17,27,8,22
11,16,17,27,9,23
12,15,17,27,8,24
13,14,17,27,9,25
14,13,17,27,10,24
15,12,17,27,11,25
16,13,17,27,12,24
17,12,17,27,13,23
18,13,17,27,14,22
19,14,17,27,15,23
20,13,17,27,16,22
21,12,17,27,17,23
20,13,17,27,18,22
21,14,17,27,19,21
20,15,17,27,20,20
21,16,17,27,19,21
22,15,17,27,20,20
21,16,17,27,21,19
22,17,17,27,22,18
23,16,17,27,23,19
24,17,17,27,24,18
25,18,17,27,25,19
26,17,17,27,26,20
