Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,5,4,1,25,16
6,7,4,1,17,8
7,6,4,1,16,9
8,5,4,1,15,10
9,4,4,1,14,11
8,5,4,1,15,10
7,6,4,1,16,11
6,7,4,1,17,10
7,6,4,1,16,11
6,7,4,1,17,10
7,6,4,1,18,9
6,7,4,1,19,8
7,6,4,1,20,7
8,7,4,1,19,8
7,8,4,1,20,7
6,9,4,1,21,8
7,8,4,1,22,9
8,7,4,1,21,10
7,8,4,1,22,9
8,9,4,1,21,10
9,8,4,1,22,11
10,7,4,1,23,10
11,6,4,1,24,9
12,7,4,1,23,10
13,6,4,1,24,9
14,5,4,1,25,10
15,4,4,1,26,9
16,5,4,1,27,10
17,6,4,1,28,11
18,5,4,1,27,10
19,6,4,1,26,11
20,5,4,1,25,12
21,4,4,1,26,13
22,3,4,1,27,14
23,4,4,1,28,13
24,3,4,1,27,14
23,4,4,1,26,15
24,5,4,1,27,14
23,6,4,1,26,15
24,5,4,1,25,16
