Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,29,13,11,26,27
10,16,13,11,10,25
11,17,13,11,11,24
10,18,13,11,10,25
11,19,13,11,11,26
12,18,13,11,12,27
13,19,13,11,11,28
14,18,13,11,10,29
15,17,13,11,9,28
16,18,13,11,10,29
17,17,13,11,11,28
16,18,13,11,12,27
15,19,13,11,11,28
16,20,13,11,12,27
15,21,13,11,13,28
14,22,13,11,14,27
13,23,13,11,15,28
14,22,13,11,16,29
13,23,13,11,16,29
14,24,13,11,16,29
15,23,13,11,17,28
16,22,13,11,16,29
17,21,13,11,16,29
18,22,13,11,16,29
17,23,13,11,16,29
16,24,13,11,17,28
17,25,13,11,18,27
16,26,13,11,19,26
15,27,13,11,20,27
16,26,13,11,21,28
15,27,13,11,22,27
16,26,13,11,23,26
17,27,13,11,22,27
16,28,13,11,23,26
15,29,13,11,22,27
16,28,13,11,23,28
17,29,13,11,22,29
18,28,13,11,23,28
19,29,13,11,22,29
18,28,13,11,23,28
17,29,13,11,22,29
17,29,13,11,21,28
17,29,13,11,22,27
16,28,13,11,23,28
15,29,13,11,24,27
16,28,13,11,25,28
17,29,13,11,26,27
