Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,23,15,18,15,23
21,21,15,18,5,17
22,20,15,18,6,16
21,21,15,18,7,17
22,20,15,18,8,18
23,21,15,18,7,19
22,22,15,18,8,18
21,23,15,18,9,17
20,24,15,18,10,16
21,23,15,18,11,17
22,24,15,18,10,18
21,25,15,18,11,19
22,24,15,18,12,18
23,23,15,18,13,17
24,22,15,18,14,18
25,21,15,18,15,19
24,22,15,18,14,20
25,23,15,18,15,21
26,22,15,18,14,22
27,23,15,18,13,23
26,22,15,18,12,24
27,21,15,18,13,23
28,22,15,18,14,22
27,23,15,18,13,23
28,22,15,18,14,24
29,23,15,18,15,23
