Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,29,25,22,20,15
15,27,25,22,14,3
14,28,25,22,13,4
15,27,25,22,12,5
14,28,25,22,13,4
15,27,25,22,14,5
14,28,25,22,13,6
13,29,25,22,14,7
13,29,25,22,13,8
13,29,25,22,14,7
14,28,25,22,15,8
13,29,25,22,16,7
13,29,25,22,15,8
12,28,25,22,16,7
13,27,25,22,17,6
14,26,25,22,18,7
15,27,25,22,17,8
16,28,25,22,16,9
17,29,25,22,17,8
18,28,25,22,18,9
17,29,25,22,19,8
18,28,25,22,18,9
19,29,25,22,19,8
18,28,25,22,20,9
19,29,25,22,21,8
18,28,25,22,20,9
17,29,25,22,21,8
18,28,25,22,22,9
19,27,25,22,21,10
18,28,25,22,22,11
19,29,25,22,23,10
18,28,25,22,22,11
19,29,25,22,23,10
19,29,25,22,22,11
18,28,25,22,23,10
17,29,25,22,22,11
16,28,25,22,23,12
17,27,25,22,22,13
18,28,25,22,21,14
19,29,25,22,20,15
