Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
12,29,19,8,15,15
6,21,19,8,16,8
7,20,19,8,15,9
6,21,19,8,16,8
5,22,19,8,15,9
4,23,19,8,16,8
5,22,19,8,15,9
6,21,19,8,16,10
5,22,19,8,15,11
4,23,19,8,16,10
5,22,19,8,15,11
6,21,19,8,14,12
5,22,19,8,15,11
4,23,19,8,16,12
5,24,19,8,15,13
6,25,19,8,16,12
7,24,19,8,15,13
8,23,19,8,14,14
9,22,19,8,13,13
10,21,19,8,12,14
11,22,19,8,13,13
10,23,19,8,14,14
9,24,19,8,13,13
10,25,19,8,14,12
11,24,19,8,13,13
10,25,19,8,14,12
9,26,19,8,15,11
8,27,19,8,16,12
7,28,19,8,15,13
8,29,19,8,14,14
8,29,19,8,13,13
7,28,19,8,12,14
8,27,19,8,11,15
9,28,19,8,12,14
10,27,19,8,13,15
11,28,19,8,14,14
12,29,19,8,15,15
