Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,17,10,13,29,6
7,7,10,13,9,2
6,8,10,13,8,3
7,7,10,13,9,4
6,8,10,13,8,5
5,9,10,13,9,6
6,8,10,13,10,5
7,7,10,13,9,6
8,6,10,13,10,5
9,5,10,13,11,4
10,4,10,13,12,3
11,5,10,13,13,4
12,4,10,13,14,3
13,5,10,13,15,4
12,6,10,13,14,5
13,7,10,13,13,6
14,8,10,13,14,5
15,9,10,13,15,6
14,10,10,13,16,7
15,11,10,13,17,6
14,12,10,13,18,7
15,11,10,13,19,6
16,10,10,13,18,7
17,9,10,13,19,6
18,10,10,13,18,7
17,11,10,13,17,8
18,10,10,13,18,9
19,9,10,13,19,8
20,10,10,13,20,9
21,9,10,13,21,10
22,8,10,13,20,11
21,9,10,13,21,10
20,10,10,13,22,9
19,11,10,13,21,10
20,10,10,13,22,11
21,9,10,13,21,12
22,10,10,13,22,11
23,11,10,13,23,10
24,10,10,13,24,9
23,11,10,13,23,10
24,12,10,13,24,9
25,13,10,13,25,8
26,14,10,13,26,7
25,15,10,13,27,8
26,14,10,13,28,7
25,15,10,13,27,6
26,16,10,13,28,5
25,17,10,13,29,6
