Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,13,4,20,19,17
3,7,4,20,5,5
4,8,4,20,6,4
3,9,4,20,5,5
4,8,4,20,4,6
3,9,4,20,5,5
2,10,4,20,6,6
3,9,4,20,7,7
4,8,4,20,8,6
5,7,4,20,9,7
6,8,4,20,10,6
5,9,4,20,11,7
6,8,4,20,12,8
7,9,4,20,13,7
8,8,4,20,12,8
7,9,4,20,13,9
6,10,4,20,14,10
7,11,4,20,15,9
8,12,4,20,16,10
9,13,4,20,17,9
10,12,4,20,18,8
11,11,4,20,17,9
12,10,4,20,18,8
13,9,4,20,19,9
14,10,4,20,20,10
15,9,4,20,19,11
16,8,4,20,18,12
17,7,4,20,19,13
18,8,4,20,20,14
17,9,4,20,21,13
18,10,4,20,20,14
17,11,4,20,19,15
18,12,4,20,20,16
17,13,4,20,19,17
