Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,25,20,11,18,27
14,26,20,11,12,23
15,25,20,11,11,24
16,24,20,11,12,25
15,25,20,11,11,26
16,26,20,11,12,27
17,25,20,11,11,28
18,26,20,11,12,29
17,27,20,11,13,28
16,28,20,11,12,29
17,27,20,11,12,29
18,26,20,11,11,28
19,25,20,11,12,27
20,26,20,11,13,28
21,25,20,11,14,29
20,26,20,11,13,28
21,27,20,11,14,29
22,26,20,11,15,28
23,25,20,11,16,27
24,24,20,11,17,28
23,25,20,11,18,27
22,26,20,11,17,28
21,27,20,11,18,27
22,26,20,11,17,28
23,25,20,11,16,29
22,26,20,11,15,28
23,27,20,11,16,27
24,26,20,11,15,28
23,27,20,11,16,29
22,28,20,11,16,29
23,27,20,11,15,28
22,28,20,11,16,29
23,29,20,11,17,28
22,28,20,11,16,29
23,27,20,11,15,28
22,28,20,11,16,27
23,29,20,11,15,28
23,29,20,11,16,29
23,29,20,11,17,28
24,28,20,11,18,27
25,27,20,11,19,28
26,26,20,11,18,29
27,25,20,11,18,29
28,24,20,11,17,28
29,25,20,11,18,27
