Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
27,20,22,22,28,8
8,1,22,22,5,13
9,0,22,22,6,12
9,0,22,22,5,13
8,1,22,22,6,14
9,0,22,22,7,15
9,0,22,22,8,16
10,1,22,22,9,15
11,0,22,22,10,14
12,1,22,22,11,13
11,2,22,22,12,12
12,1,22,22,13,11
13,2,22,22,12,12
14,3,22,22,13,13
15,2,22,22,14,12
16,3,22,22,15,11
17,4,22,22,16,10
18,3,22,22,17,9
19,2,22,22,16,10
20,3,22,22,17,11
21,4,22,22,18,10
22,5,22,22,19,9
21,6,22,22,18,10
22,7,22,22,19,11
21,8,22,22,18,12
22,9,22,22,17,13
21,10,22,22,16,14
22,9,22,22,17,13
21,10,22,22,16,14
22,11,22,22,17,13
23,12,22,22,18,12
22,13,22,22,19,11
21,14,22,22,20,12
22,13,22,22,21,13
23,12,22,22,22,12
24,13,22,22,21,13
25,14,22,22,22,12
26,15,22,22,23,11
25,16,22,22,22,12
24,17,22,22,23,13
25,16,22,22,24,14
24,17,22,22,25,13
25,16,22,22,26,12
24,17,22,22,27,11
25,18,22,22,28,10
26,19,22,22,27,9
27,20,22,22,28,8
