Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,4,11,12,16,16
4,5,11,12,3,5
5,4,11,12,4,4
6,3,11,12,5,3
7,4,11,12,4,4
8,5,11,12,3,5
7,6,11,12,4,4
8,7,11,12,5,3
9,8,11,12,6,2
10,7,11,12,7,3
11,6,11,12,8,2
12,5,11,12,7,3
11,6,11,12,8,4
12,5,11,12,7,5
13,4,11,12,6,6
14,3,11,12,5,7
15,2,11,12,6,6
14,3,11,12,7,7
13,4,11,12,8,6
12,5,11,12,9,5
13,6,11,12,8,6
14,7,11,12,7,7
15,6,11,12,6,8
16,5,11,12,7,7
17,4,11,12,8,6
18,3,11,12,7,7
19,4,11,12,8,6
20,5,11,12,9,5
21,4,11,12,8,6
20,5,11,12,9,5
21,4,11,12,10,4
22,3,11,12,11,5
23,2,11,12,12,6
22,3,11,12,13,7
21,4,11,12,12,8
20,5,11,12,11,9
21,4,11,12,12,10
22,3,11,12,11,11
23,2,11,12,12,12
24,1,11,12,13,13
23,2,11,12,14,12
24,1,11,12,15,13
23,2,11,12,14,14
24,3,11,12,15,13
25,2,11,12,16,14
26,3,11,12,15,15
27,4,11,12,16,16
28,3,11,12,17,15
29,4,11,12,16,16
