Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,18,26,20,29,25
10,14,26,20,17,23
9,15,26,20,18,22
10,16,26,20,19,23
9,17,26,20,18,24
10,18,26,20,17,25
11,17,26,20,18,26
10,18,26,20,19,27
9,19,26,20,20,26
8,20,26,20,21,27
9,19,26,20,20,28
10,18,26,20,21,27
11,19,26,20,20,28
12,20,26,20,21,27
13,19,26,20,22,26
14,18,26,20,21,27
15,19,26,20,20,28
16,18,26,20,21,27
17,19,26,20,22,28
18,18,26,20,23,29
19,17,26,20,22,28
20,18,26,20,23,27
21,17,26,20,24,26
22,16,26,20,25,25
23,17,26,20,26,24
22,18,26,20,27,23
23,17,26,20,26,24
24,18,26,20,27,25
23,19,26,20,28,24
24,18,26,20,29,25
