Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,20,25,22,29,17
14,17,25,22,6,8
13,18,25,22,5,9
14,17,25,22,6,8
13,18,25,22,7,9
12,19,25,22,8,10
11,20,25,22,9,11
12,19,25,22,10,10
13,18,25,22,9,11
12,19,25,22,10,10
11,20,25,22,11,11
12,19,25,22,12,12
13,18,25,22,13,11
12,19,25,22,14,10
11,20,25,22,15,9
12,19,25,22,16,10
13,18,25,22,15,11
14,17,25,22,16,10
15,16,25,22,17,11
16,15,25,22,16,12
17,14,25,22,17,13
18,15,25,22,18,12
19,14,25,22,19,13
18,15,25,22,18,14
19,14,25,22,19,13
20,13,25,22,20,14
19,14,25,22,21,15
20,13,25,22,22,14
21,12,25,22,21,15
20,13,25,22,20,16
19,14,25,22,21,15
20,15,25,22,22,16
21,14,25,22,23,15
20,15,25,22,24,14
21,14,25,22,25,13
20,15,25,22,26,14
21,14,25,22,25,15
20,15,25,22,26,16
19,16,25,22,27,17
18,17,25,22,26,18
17,18,25,22,27,17
16,19,25,22,28,16
17,20,25,22,29,17
