Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,17,24,29,26,2
4,28,24,29,23,1
5,29,24,29,24,2
4,28,24,29,23,3
5,29,24,29,24,2
4,28,24,29,25,1
5,27,24,29,24,2
6,26,24,29,25,1
7,25,24,29,26,0
8,26,24,29,25,1
9,25,24,29,26,2
10,26,24,29,25,3
11,25,24,29,26,2
12,24,24,29,27,3
13,23,24,29,28,4
14,22,24,29,27,5
15,21,24,29,28,4
14,20,24,29,27,3
15,19,24,29,26,4
14,20,24,29,27,5
15,19,24,29,28,4
14,20,24,29,27,5
15,19,24,29,26,4
16,18,24,29,27,3
17,19,24,29,28,4
18,18,24,29,27,5
19,17,24,29,26,4
18,18,24,29,27,3
19,17,24,29,28,2
18,18,24,29,27,3
19,17,24,29,26,4
18,18,24,29,27,3
19,17,24,29,28,2
20,16,24,29,27,1
21,17,24,29,26,2
