Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,24,4,5,28,23
6,10,4,5,16,13
7,9,4,5,17,12
8,10,4,5,18,11
9,11,4,5,17,12
8,12,4,5,16,13
7,13,4,5,17,12
8,12,4,5,16,13
7,13,4,5,17,12
8,14,4,5,18,11
7,15,4,5,19,10
8,16,4,5,18,11
9,15,4,5,19,10
10,14,4,5,18,11
11,13,4,5,19,10
12,14,4,5,18,11
13,13,4,5,19,10
14,12,4,5,20,11
13,13,4,5,21,10
14,14,4,5,22,11
15,15,4,5,23,10
16,14,4,5,22,11
15,15,4,5,21,12
16,16,4,5,20,13
17,17,4,5,19,14
18,16,4,5,18,15
19,15,4,5,19,16
18,16,4,5,18,17
19,17,4,5,19,16
18,18,4,5,20,17
17,19,4,5,19,18
16,20,4,5,20,17
17,19,4,5,21,18
18,18,4,5,22,17
19,19,4,5,23,18
18,20,4,5,22,19
19,21,4,5,23,20
20,22,4,5,22,21
21,21,4,5,23,22
22,22,4,5,24,23
23,21,4,5,25,22
24,22,4,5,26,23
25,23,4,5,27,22
24,24,4,5,28,23
