Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
26,18,10,26,29,14
16,0,10,26,18,11
16,0,10,26,19,10
15,1,10,26,18,11
16,2,10,26,19,10
17,3,10,26,18,11
18,2,10,26,19,10
17,3,10,26,18,11
16,4,10,26,17,12
17,5,10,26,18,13
18,6,10,26,17,14
19,7,10,26,18,15
18,8,10,26,19,16
17,9,10,26,18,17
18,10,10,26,17,18
17,11,10,26,16,19
18,10,10,26,17,18
19,9,10,26,18,19
20,10,10,26,19,20
19,11,10,26,20,19
20,12,10,26,21,18
19,13,10,26,22,19
20,14,10,26,23,18
19,15,10,26,24,17
20,16,10,26,25,16
21,15,10,26,26,17
20,16,10,26,27,16
19,17,10,26,26,17
20,18,10,26,25,16
21,19,10,26,26,15
22,20,10,26,27,14
21,21,10,26,26,13
22,20,10,26,25,14
23,19,10,26,26,13
24,18,10,26,27,12
25,17,10,26,28,13
26,18,10,26,29,14
