Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,16,3,4,27,14
15,9,3,4,12,5
16,8,3,4,11,6
17,9,3,4,12,7
16,10,3,4,13,8
15,11,3,4,14,7
14,12,3,4,15,8
15,13,3,4,14,9
16,14,3,4,15,8
15,15,3,4,16,7
14,16,3,4,15,8
15,15,3,4,16,7
14,16,3,4,17,6
15,17,3,4,18,5
16,16,3,4,17,6
17,15,3,4,18,5
18,16,3,4,19,4
19,15,3,4,18,5
18,16,3,4,19,6
17,17,3,4,20,7
18,16,3,4,21,8
19,15,3,4,20,9
20,16,3,4,21,8
19,17,3,4,22,7
20,16,3,4,23,8
21,15,3,4,24,9
22,14,3,4,23,10
23,13,3,4,24,11
22,14,3,4,25,12
23,15,3,4,26,13
24,16,3,4,27,14
