Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
14,23,11,8,21,12
5,26,11,8,12,1
4,27,11,8,13,0
3,26,11,8,12,1
4,25,11,8,11,2
5,26,11,8,12,3
6,25,11,8,13,2
7,26,11,8,14,1
8,25,11,8,13,2
9,24,11,8,14,1
8,25,11,8,15,2
9,24,11,8,14,3
10,23,11,8,15,2
11,22,11,8,14,3
12,21,11,8,15,2
11,22,11,8,16,3
12,23,11,8,17,4
11,24,11,8,16,5
12,23,11,8,17,4
13,22,11,8,16,5
12,21,11,8,17,6
11,22,11,8,18,7
10,23,11,8,19,8
11,22,11,8,20,9
12,21,11,8,21,8
13,20,11,8,22,7
14,19,11,8,23,6
15,18,11,8,22,7
14,19,11,8,21,8
13,20,11,8,20,9
12,21,11,8,21,10
13,22,11,8,22,11
14,23,11,8,21,12
