Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
18,7,16,7,26,16
5,0,16,7,4,20
5,0,16,7,3,21
5,0,16,7,4,22
6,1,16,7,5,23
5,2,16,7,6,22
6,1,16,7,5,23
5,2,16,7,6,24
4,3,16,7,7,23
3,2,16,7,8,22
4,1,16,7,9,21
3,2,16,7,10,20
4,1,16,7,9,21
5,0,16,7,10,20
4,1,16,7,11,19
5,0,16,7,12,18
5,0,16,7,13,17
4,1,16,7,14,16
5,2,16,7,15,15
6,3,16,7,16,14
7,2,16,7,17,15
8,1,16,7,18,16
9,2,16,7,19,15
10,3,16,7,18,16
11,2,16,7,19,15
12,1,16,7,20,16
13,0,16,7,21,15
14,1,16,7,22,14
15,0,16,7,23,15
16,1,16,7,24,14
15,2,16,7,23,15
16,3,16,7,24,14
15,4,16,7,23,15
14,5,16,7,24,16
15,4,16,7,23,17
16,5,16,7,24,16
15,6,16,7,23,17
16,5,16,7,24,18
17,6,16,7,25,17
18,7,16,7,26,16
