Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,25,11,5,29,19
6,25,11,5,15,27
7,24,11,5,16,28
8,23,11,5,15,29
9,24,11,5,14,28
8,25,11,5,13,29
9,26,11,5,12,28
10,27,11,5,13,27
11,28,11,5,14,28
12,27,11,5,15,27
13,26,11,5,16,28
14,27,11,5,15,29
15,28,11,5,16,28
14,29,11,5,17,27
13,28,11,5,18,26
12,29,11,5,19,25
12,29,11,5,18,26
13,28,11,5,19,25
12,29,11,5,18,26
12,29,11,5,19,25
13,28,11,5,20,24
14,29,11,5,21,23
13,28,11,5,22,22
14,27,11,5,23,21
15,26,11,5,24,22
16,25,11,5,23,23
17,24,11,5,24,22
18,25,11,5,25,21
19,24,11,5,24,22
18,25,11,5,25,21
19,24,11,5,26,20
20,25,11,5,27,19
21,26,11,5,28,20
22,25,11,5,27,19
23,26,11,5,28,18
24,25,11,5,29,19
