Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,17,13,28,11,7
14,13,13,28,12,0
15,12,13,28,12,0
16,13,13,28,12,0
17,12,13,28,12,0
18,11,13,28,11,1
19,12,13,28,10,2
18,13,13,28,11,1
19,14,13,28,12,0
20,13,13,28,11,1
19,14,13,28,10,2
20,15,13,28,11,3
21,16,13,28,10,4
20,17,13,28,9,5
21,16,13,28,8,6
22,17,13,28,9,5
23,18,13,28,8,6
24,17,13,28,7,7
25,16,13,28,8,6
26,17,13,28,9,5
27,18,13,28,10,6
28,19,13,28,9,5
27,18,13,28,10,4
26,19,13,28,11,5
25,20,13,28,10,6
26,19,13,28,11,5
27,18,13,28,12,4
28,17,13,28,11,5
27,18,13,28,10,6
28,17,13,28,11,7
