Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,4,19,29,28,11
12,2,19,29,19,4
13,1,19,29,20,5
14,0,19,29,19,6
13,1,19,29,20,5
14,2,19,29,21,4
15,1,19,29,20,5
16,2,19,29,19,6
17,3,19,29,20,5
18,2,19,29,21,4
19,1,19,29,22,3
20,0,19,29,21,4
20,0,19,29,22,3
20,0,19,29,23,4
19,1,19,29,24,5
20,0,19,29,23,6
19,1,19,29,24,5
20,0,19,29,23,6
19,1,19,29,24,5
20,0,19,29,25,6
19,1,19,29,26,7
20,0,19,29,25,8
20,0,19,29,26,9
20,0,19,29,27,8
20,0,19,29,26,9
21,1,19,29,25,10
20,2,19,29,24,11
19,3,19,29,25,10
20,4,19,29,26,11
21,3,19,29,27,10
22,4,19,29,28,11
