Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,21,20,6,14,29
23,16,20,6,7,20
24,15,20,6,8,19
23,16,20,6,9,18
24,15,20,6,10,17
25,16,20,6,11,18
24,17,20,6,10,19
23,18,20,6,9,20
24,17,20,6,10,19
25,18,20,6,11,20
26,17,20,6,10,21
25,18,20,6,9,22
26,19,20,6,10,21
27,18,20,6,11,22
28,19,20,6,12,23
27,20,20,6,13,22
26,19,20,6,14,23
27,20,20,6,15,24
26,19,20,6,14,25
27,20,20,6,15,24
28,19,20,6,14,25
27,20,20,6,13,26
28,19,20,6,14,25
27,18,20,6,13,26
28,19,20,6,14,27
27,20,20,6,13,28
28,19,20,6,14,27
27,20,20,6,13,28
28,21,20,6,14,29
