Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,9,26,2,22,6
6,4,26,2,16,0
5,5,26,2,16,0
6,4,26,2,16,0
7,5,26,2,16,0
6,6,26,2,16,0
5,7,26,2,16,0
6,6,26,2,17,1
7,5,26,2,16,2
8,4,26,2,17,1
7,5,26,2,18,0
6,6,26,2,17,1
7,5,26,2,18,0
8,4,26,2,17,1
9,5,26,2,16,2
10,4,26,2,17,1
11,3,26,2,18,0
12,4,26,2,19,1
13,3,26,2,18,2
12,4,26,2,17,3
13,3,26,2,18,2
14,2,26,2,19,3
15,3,26,2,20,4
16,4,26,2,19,5
15,5,26,2,20,6
16,6,26,2,19,7
17,7,26,2,20,6
16,8,26,2,19,7
17,7,26,2,18,8
18,8,26,2,19,7
19,7,26,2,20,6
20,8,26,2,21,7
21,9,26,2,22,6
