Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
25,29,27,3,11,26
16,24,27,3,4,23
17,25,27,3,3,24
18,26,27,3,2,25
17,27,27,3,1,26
16,28,27,3,2,25
17,29,27,3,3,26
18,28,27,3,2,27
17,29,27,3,3,28
18,28,27,3,2,29
19,29,27,3,2,29
20,28,27,3,3,28
21,27,27,3,2,29
20,28,27,3,3,28
21,29,27,3,2,29
21,29,27,3,3,28
20,28,27,3,4,29
19,29,27,3,5,28
18,28,27,3,6,27
17,29,27,3,7,26
16,28,27,3,6,27
17,29,27,3,5,28
18,28,27,3,4,29
19,29,27,3,3,28
20,28,27,3,4,29
21,27,27,3,5,28
22,28,27,3,4,29
21,29,27,3,3,28
20,28,27,3,2,29
21,29,27,3,3,28
22,28,27,3,2,29
23,29,27,3,2,29
22,28,27,3,2,29
23,27,27,3,2,29
22,28,27,3,3,28
23,29,27,3,4,29
23,29,27,3,3,28
23,29,27,3,4,27
22,28,27,3,3,28
23,29,27,3,4,27
24,28,27,3,5,28
25,29,27,3,6,29
26,28,27,3,7,28
27,29,27,3,8,27
26,28,27,3,9,26
25,29,27,3,8,27
24,28,27,3,9,26
25,29,27,3,10,27
25,29,27,3,11,26
