Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
17,15,14,1,19,28
8,10,14,1,23,28
9,11,14,1,24,27
8,12,14,1,25,28
9,11,14,1,24,29
10,10,14,1,23,28
11,11,14,1,24,29
10,12,14,1,23,28
11,11,14,1,24,27
10,12,14,1,25,28
9,13,14,1,26,27
10,12,14,1,25,28
11,13,14,1,26,29
12,14,14,1,26,29
13,15,14,1,25,28
12,16,14,1,24,29
13,15,14,1,24,29
14,14,14,1,23,28
15,13,14,1,24,29
14,14,14,1,24,29
13,15,14,1,23,28
12,16,14,1,22,29
11,17,14,1,22,29
12,16,14,1,21,28
11,17,14,1,22,29
12,18,14,1,21,28
13,17,14,1,22,27
12,18,14,1,21,28
13,19,14,1,20,29
14,18,14,1,20,29
15,17,14,1,20,29
16,16,14,1,20,29
15,17,14,1,20,29
16,16,14,1,20,29
17,15,14,1,19,28
