Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,28,24,20,14,23
15,28,24,20,4,13
16,29,24,20,5,12
16,29,24,20,6,11
15,28,24,20,7,10
16,29,24,20,8,11
16,29,24,20,9,10
15,28,24,20,10,11
16,27,24,20,11,10
17,26,24,20,12,9
18,25,24,20,11,10
19,24,24,20,12,11
20,23,24,20,11,12
21,22,24,20,12,11
20,23,24,20,13,12
21,22,24,20,12,13
22,21,24,20,13,14
23,22,24,20,12,15
22,23,24,20,11,16
21,24,24,20,12,15
22,23,24,20,13,16
23,24,24,20,12,17
22,25,24,20,13,18
23,26,24,20,14,19
22,27,24,20,15,18
23,28,24,20,14,19
24,29,24,20,13,20
25,28,24,20,14,19
26,27,24,20,15,20
25,28,24,20,14,21
26,29,24,20,15,20
27,28,24,20,14,21
28,29,24,20,13,22
29,28,24,20,14,23
