Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,28,8,13,29,11
5,29,8,13,15,7
4,28,8,13,16,6
5,27,8,13,17,7
6,26,8,13,18,6
7,27,8,13,19,5
8,28,8,13,20,4
9,29,8,13,21,3
8,28,8,13,22,4
9,29,8,13,23,5
8,28,8,13,22,6
9,29,8,13,21,7
9,29,8,13,20,8
10,28,8,13,19,9
9,29,8,13,20,10
8,28,8,13,19,11
9,27,8,13,20,10
10,28,8,13,21,9
11,29,8,13,20,10
11,29,8,13,21,9
12,28,8,13,22,8
13,27,8,13,23,7
12,28,8,13,24,8
11,29,8,13,25,7
12,28,8,13,26,6
13,27,8,13,27,7
12,28,8,13,26,8
11,29,8,13,27,9
12,28,8,13,26,10
11,29,8,13,27,9
11,29,8,13,28,8
10,28,8,13,27,9
9,29,8,13,28,8
10,28,8,13,27,7
11,29,8,13,26,8
10,28,8,13,27,9
9,29,8,13,28,10
8,28,8,13,29,11
