Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,11,22,0,27,8
7,14,20,0,12,5
8,15,20,0,13,4
9,14,21,1,12,5
10,13,21,2,13,6
11,14,21,1,14,7
12,13,22,1,15,6
13,12,21,1,16,5
14,11,22,1,17,4
15,12,21,1,16,5
16,13,20,1,17,4
15,14,21,0,18,3
16,13,21,0,17,4
17,14,20,1,18,3
16,15,19,0,19,2
17,14,19,1,20,3
18,13,19,2,21,2
17,14,19,1,22,1
18,15,19,0,21,2
19,14,20,1,22,3
20,15,19,2,23,2
21,14,19,3,24,1
22,13,18,3,23,2
21,12,19,3,24,3
22,13,19,2,25,4
21,12,19,3,26,3
22,13,19,2,25,4
21,12,20,2,26,3
22,13,21,2,27,4
23,12,22,2,26,5
22,11,22,1,27,4
23,10,22,0,26,5
24,9,23,0,27,6
25,10,22,0,26,7
24,11,22,0,27,8
