Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,27,18,18,28,27
2,8,18,18,21,24
3,7,18,18,20,25
2,8,18,18,19,26
3,7,18,18,20,25
4,6,18,18,21,26
3,7,18,18,20,27
2,8,18,18,21,26
3,9,18,18,22,27
4,10,18,18,21,28
5,9,18,18,22,29
6,10,18,18,23,28
7,11,18,18,24,27
8,10,18,18,25,28
9,11,18,18,24,29
10,10,18,18,24,29
11,11,18,18,25,28
10,12,18,18,26,27
11,13,18,18,25,28
12,12,18,18,24,29
13,13,18,18,25,28
12,14,18,18,24,29
11,15,18,18,24,29
10,16,18,18,25,28
11,17,18,18,24,29
10,18,18,18,23,28
11,19,18,18,24,29
12,18,18,18,23,28
11,19,18,18,22,29
12,20,18,18,21,28
11,21,18,18,22,29
12,20,18,18,21,28
13,21,18,18,20,29
14,20,18,18,19,28
15,19,18,18,20,27
14,20,18,18,21,26
15,19,18,18,22,27
16,20,18,18,23,28
17,21,18,18,22,29
18,20,18,18,21,28
19,21,18,18,20,29
20,22,18,18,21,28
21,21,18,18,22,27
22,22,18,18,23,26
21,23,18,18,22,27
20,24,18,18,23,26
21,25,18,18,22,27
20,26,18,18,23,26
21,25,18,18,24,27
20,26,18,18,25,28
19,27,18,18,26,27
20,26,18,18,27,26
21,27,18,18,26,25
20,28,18,18,27,26
21,27,18,18,28,27
