Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
6,28,15,0,28,27
3,15,15,0,12,21
4,16,15,0,13,22
5,15,15,0,14,21
4,16,15,0,15,20
3,17,15,0,16,21
2,18,15,0,17,22
3,17,15,0,16,23
2,18,15,0,17,22
3,17,15,0,18,21
2,18,15,0,17,22
1,19,15,0,18,23
2,20,15,0,19,22
3,19,15,0,18,23
2,20,15,0,19,24
3,21,15,0,20,23
4,22,15,0,19,24
3,23,15,0,20,23
4,22,15,0,21,22
3,23,15,0,20,23
4,22,15,0,19,24
3,23,15,0,20,25
2,24,15,0,19,26
3,25,15,0,20,25
2,26,15,0,21,24
3,27,15,0,22,23
4,28,15,0,23,22
3,29,15,0,22,23
3,29,15,0,23,24
3,29,15,0,22,25
2,28,15,0,23,24
3,29,15,0,24,25
4,28,15,0,23,26
5,29,15,0,24,27
5,29,15,0,25,28
4,28,15,0,26,27
5,27,15,0,27,26
6,28,15,0,28,27
