Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
8,9,20,20,28,16
4,1,20,20,19,11
5,0,20,20,20,12
5,0,20,20,21,11
6,1,20,20,22,12
7,2,20,20,21,13
8,1,20,20,22,12
7,2,20,20,23,13
8,1,20,20,24,12
9,0,20,20,23,13
9,0,20,20,24,14
9,0,20,20,23,15
9,0,20,20,24,16
8,1,20,20,25,17
9,0,20,20,26,18
9,0,20,20,27,19
8,1,20,20,28,20
9,0,20,20,27,19
8,1,20,20,28,18
9,0,20,20,27,19
8,1,20,20,28,20
9,0,20,20,27,19
8,1,20,20,28,18
9,2,20,20,27,19
8,3,20,20,28,18
9,4,20,20,27,19
8,5,20,20,26,20
7,6,20,20,27,19
8,7,20,20,28,20
9,8,20,20,27,21
10,7,20,20,26,20
11,6,20,20,27,19
10,7,20,20,28,18
9,8,20,20,27,17
8,9,20,20,28,16
