Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
19,10,8,14,15,27
13,2,8,14,11,29
12,3,8,14,10,28
13,2,8,14,11,29
12,3,8,14,12,28
13,2,8,14,13,29
12,3,8,14,12,28
11,4,8,14,13,29
12,5,8,14,13,29
11,6,8,14,13,29
10,7,8,14,12,28
11,6,8,14,13,29
12,7,8,14,12,28
11,8,8,14,13,27
12,9,8,14,14,26
13,10,8,14,13,27
12,11,8,14,12,28
13,10,8,14,13,29
12,11,8,14,12,28
11,12,8,14,13,29
10,13,8,14,13,29
11,12,8,14,12,28
12,13,8,14,13,29
11,14,8,14,14,28
12,13,8,14,13,29
11,14,8,14,12,28
12,15,8,14,13,29
13,14,8,14,12,28
14,13,8,14,11,29
15,12,8,14,10,28
14,13,8,14,11,29
15,14,8,14,11,29
14,13,8,14,12,28
15,12,8,14,11,29
16,11,8,14,12,28
17,10,8,14,13,27
18,9,8,14,14,26
19,10,8,14,15,27
