Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,22,6,11,11,29
6,15,6,11,8,28
5,16,6,11,9,29
6,15,6,11,8,28
7,16,6,11,9,27
6,17,6,11,10,26
7,18,6,11,9,27
8,17,6,11,10,26
9,18,6,11,11,27
10,19,6,11,10,28
11,18,6,11,11,27
12,17,6,11,12,26
11,18,6,11,13,27
12,17,6,11,14,28
13,16,6,11,13,29
14,17,6,11,13,29
15,16,6,11,13,29
14,17,6,11,14,28
13,18,6,11,15,29
12,19,6,11,15,29
11,20,6,11,15,29
12,21,6,11,16,28
13,20,6,11,17,29
14,19,6,11,17,29
15,18,6,11,17,29
16,19,6,11,16,28
17,20,6,11,15,29
18,19,6,11,14,28
17,20,6,11,13,29
18,19,6,11,13,29
19,18,6,11,12,28
20,17,6,11,13,29
21,16,6,11,12,28
20,17,6,11,11,29
21,16,6,11,10,28
22,17,6,11,11,29
23,16,6,11,11,29
24,15,6,11,12,28
25,16,6,11,11,29
24,17,6,11,11,29
25,18,6,11,10,28
24,19,6,11,11,29
25,20,6,11,11,29
26,21,6,11,10,28
27,22,6,11,11,27
28,21,6,11,12,28
29,22,6,11,11,29
