Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,29,6,4,29,15
15,15,6,4,21,5
16,16,6,4,22,4
17,17,6,4,21,5
18,16,6,4,22,6
19,15,6,4,21,7
20,14,6,4,20,8
21,15,6,4,21,7
20,16,6,4,22,6
21,17,6,4,21,7
20,18,6,4,22,8
21,17,6,4,23,9
22,16,6,4,24,10
23,15,6,4,25,11
22,16,6,4,24,12
21,17,6,4,25,11
20,18,6,4,26,10
19,19,6,4,27,11
20,18,6,4,26,12
21,19,6,4,27,13
22,20,6,4,28,12
23,21,6,4,27,11
24,22,6,4,28,10
23,23,6,4,27,11
22,24,6,4,28,12
23,23,6,4,27,11
24,24,6,4,26,12
25,23,6,4,25,13
24,24,6,4,24,14
25,23,6,4,25,13
24,24,6,4,26,12
23,25,6,4,25,13
24,26,6,4,26,12
23,27,6,4,25,13
24,26,6,4,26,14
23,27,6,4,27,13
22,28,6,4,28,14
23,27,6,4,27,15
22,28,6,4,28,14
23,29,6,4,27,13
22,28,6,4,28,14
21,29,6,4,29,15
