Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,23,8,7,25,22
13,20,8,7,16,17
12,19,8,7,17,18
13,18,8,7,16,19
14,17,8,7,17,20
15,16,8,7,18,19
14,17,8,7,19,18
13,18,8,7,18,19
12,19,8,7,19,18
13,18,8,7,20,17
14,17,8,7,19,18
15,18,8,7,20,19
16,17,8,7,19,20
17,16,8,7,20,19
18,17,8,7,19,20
17,18,8,7,20,21
18,19,8,7,19,22
19,18,8,7,20,21
20,19,8,7,21,22
19,20,8,7,20,23
20,21,8,7,19,24
21,22,8,7,18,25
22,21,8,7,19,24
23,22,8,7,20,23
22,23,8,7,21,22
23,24,8,7,22,23
24,23,8,7,23,22
25,22,8,7,24,23
26,23,8,7,23,24
27,22,8,7,24,23
28,23,8,7,25,22
