Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
21,28,28,10,28,13
21,28,28,10,14,11
20,29,28,10,15,10
20,29,28,10,16,11
20,29,28,10,15,12
19,28,28,10,16,13
18,29,28,10,15,14
17,28,28,10,14,15
16,29,28,10,15,14
16,29,28,10,16,13
17,28,28,10,15,14
16,29,28,10,16,15
15,28,28,10,17,14
16,27,28,10,18,13
15,28,28,10,19,12
16,27,28,10,20,13
17,26,28,10,21,14
18,27,28,10,22,15
17,28,28,10,23,16
18,29,28,10,24,15
19,28,28,10,25,14
20,29,28,10,26,15
20,29,28,10,27,16
19,28,28,10,28,15
20,29,28,10,27,14
21,28,28,10,26,15
22,29,28,10,27,14
21,28,28,10,28,13
