Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
28,14,24,21,20,8
13,15,25,28,9,3
14,14,24,28,10,2
15,15,25,28,11,1
14,16,25,27,12,2
13,17,25,28,13,1
12,18,26,28,12,2
11,19,26,29,13,1
12,20,26,29,14,2
13,21,25,29,15,3
14,20,25,28,14,4
13,21,25,27,15,3
12,22,25,28,14,4
13,23,24,28,13,5
14,22,25,28,12,6
15,21,24,28,13,5
16,22,24,27,14,4
17,21,25,27,15,3
18,22,25,26,16,4
19,21,24,26,17,5
20,20,24,25,18,6
21,19,23,25,19,5
22,18,23,24,18,6
23,17,22,24,19,5
24,16,22,23,18,6
25,15,22,22,19,5
26,14,23,22,18,6
27,15,23,21,19,7
28,14,24,21,20,8
