Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
10,27,14,12,28,14
10,25,14,12,12,18
11,26,14,12,13,17
12,25,14,12,14,18
11,24,14,12,13,19
10,25,14,12,14,20
11,26,14,12,13,21
12,27,14,12,14,20
13,28,14,12,15,21
12,29,14,12,16,20
11,28,14,12,17,19
10,29,14,12,18,18
10,29,14,12,19,17
9,28,14,12,20,16
10,29,14,12,21,15
9,28,14,12,22,14
10,29,14,12,23,13
10,29,14,12,24,14
10,29,14,12,25,13
9,28,14,12,24,14
8,29,14,12,25,13
8,29,14,12,26,14
7,28,14,12,25,15
8,29,14,12,26,14
9,28,14,12,27,15
10,27,14,12,28,14
