Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
24,24,13,27,13,7
19,23,13,27,7,5
20,24,13,27,8,4
19,25,13,27,9,5
20,26,13,27,10,4
19,27,13,27,9,5
18,28,13,27,10,6
19,29,13,27,11,7
19,29,13,27,12,6
19,29,13,27,13,5
18,28,13,27,14,4
19,27,13,27,13,5
18,28,13,27,12,4
19,27,13,27,11,5
20,28,13,27,12,6
19,29,13,27,11,5
19,29,13,27,12,6
18,28,13,27,11,5
19,27,13,27,10,6
18,28,13,27,9,7
19,27,13,27,8,8
20,26,13,27,9,7
21,25,13,27,10,6
22,24,13,27,11,5
23,25,13,27,12,6
22,26,13,27,11,5
23,25,13,27,12,6
24,24,13,27,13,7
