Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
15,7,17,12,13,6
5,1,17,12,7,0
6,0,17,12,7,0
7,1,17,12,6,1
6,2,17,12,7,0
7,3,17,12,6,1
8,2,17,12,5,2
9,3,17,12,4,3
8,4,17,12,5,2
9,3,17,12,6,1
10,4,17,12,7,2
9,5,17,12,8,1
8,6,17,12,9,0
7,7,17,12,9,0
8,8,17,12,8,1
9,7,17,12,9,0
8,8,17,12,10,1
9,7,17,12,11,0
8,8,17,12,12,1
9,9,17,12,11,2
8,10,17,12,12,1
9,9,17,12,11,2
10,10,17,12,12,3
9,11,17,12,13,2
10,10,17,12,14,1
11,9,17,12,13,2
12,8,17,12,12,3
13,9,17,12,13,2
12,10,17,12,12,3
13,9,17,12,13,2
14,8,17,12,14,3
15,7,17,12,13,4
16,6,17,12,12,5
15,7,17,12,11,4
16,6,17,12,12,5
15,7,17,12,13,4
16,6,17,12,12,5
15,7,17,12,13,6
