Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,11,4,11,12,24
21,5,4,11,2,16
22,4,4,11,1,17
23,3,4,11,2,16
22,4,4,11,3,17
23,5,4,11,4,18
22,6,4,11,5,17
23,7,4,11,6,18
22,8,4,11,7,17
23,7,4,11,8,18
24,8,4,11,9,17
25,7,4,11,8,18
26,6,4,11,9,17
25,7,4,11,10,18
24,8,4,11,9,19
25,9,4,11,10,18
26,8,4,11,11,17
27,7,4,11,10,18
26,8,4,11,11,19
25,9,4,11,10,20
24,10,4,11,11,19
25,11,4,11,12,20
26,10,4,11,13,19
27,9,4,11,12,20
28,10,4,11,13,21
27,9,4,11,12,22
26,10,4,11,11,23
27,11,4,11,12,22
28,10,4,11,11,23
29,11,4,11,12,24
