Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
1,16,20,27,16,29
1,10,20,27,10,29
2,9,20,27,10,29
3,10,20,27,9,28
4,9,20,27,10,29
5,8,20,27,10,29
4,9,20,27,10,29
3,10,20,27,11,28
4,11,20,27,12,29
5,10,20,27,12,29
6,11,20,27,11,28
5,12,20,27,12,29
6,11,20,27,13,28
5,12,20,27,14,27
6,11,20,27,13,28
7,10,20,27,14,29
6,11,20,27,14,29
7,10,20,27,13,28
6,11,20,27,14,29
5,12,20,27,13,28
4,13,20,27,14,29
3,14,20,27,13,28
4,15,20,27,14,29
5,14,20,27,13,28
4,15,20,27,14,27
3,16,20,27,15,28
4,15,20,27,14,29
3,16,20,27,15,28
4,15,20,27,14,29
3,16,20,27,15,28
2,15,20,27,16,29
1,16,20,27,16,29
