Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
29,9,17,13,14,19
7,15,17,13,4,19
8,14,17,13,5,18
9,15,17,13,4,19
10,14,17,13,5,18
11,13,17,13,6,17
12,12,17,13,7,18
13,13,17,13,6,19
14,12,17,13,7,18
15,13,17,13,6,19
16,12,17,13,5,20
17,11,17,13,6,19
16,12,17,13,5,20
17,11,17,13,6,19
18,12,17,13,5,20
19,11,17,13,6,19
20,10,17,13,5,20
21,9,17,13,6,21
22,8,17,13,7,20
23,9,17,13,8,19
22,10,17,13,7,20
21,11,17,13,8,19
22,10,17,13,7,20
23,9,17,13,8,19
24,10,17,13,9,20
23,11,17,13,8,19
24,10,17,13,9,20
25,9,17,13,10,19
24,10,17,13,11,18
25,11,17,13,12,19
26,10,17,13,11,20
27,11,17,13,12,19
26,10,17,13,11,20
25,11,17,13,12,19
26,10,17,13,13,18
27,9,17,13,12,19
28,8,17,13,13,20
29,9,17,13,14,19
