Tom_X,Tom_Y,Jerry_X,Jerry_Y,Spike_X,Spike_Y
22,2,14,13,12,28
5,7,6,10,4,16
6,6,6,11,5,15
7,7,6,12,6,14
6,8,7,12,5,15
7,9,7,13,6,14
8,8,6,12,7,13
7,9,7,11,6,14
8,8,7,12,5,15
7,9,7,13,6,14
8,8,6,14,7,13
9,9,5,13,6,14
10,8,6,12,7,13
9,7,5,11,8,12
10,6,5,12,9,13
11,7,6,12,10,12
10,6,5,12,9,13
11,5,4,12,10,12
12,4,3,12,11,13
13,3,3,11,10,14
12,4,4,11,9,15
11,5,4,10,8,16
12,6,3,10,9,17
13,5,3,9,10,16
14,4,4,10,9,17
15,3,5,10,8,18
14,4,5,11,9,19
13,5,5,12,10,20
12,6,5,13,11,19
13,5,6,12,12,20
14,6,7,12,11,21
15,5,6,12,12,22
16,4,6,11,11,23
17,3,7,11,12,24
16,4,8,11,13,25
17,3,9,11,14,26
16,4,9,12,15,25
15,5,8,12,16,24
14,6,9,12,17,25
15,5,8,12,16,26
16,4,9,12,17,27
15,5,9,11,16,28
16,4,10,11,17,27
17,3,11,11,16,28
18,2,12,11,15,29
17,3,13,11,14,28
16,4,12,11,13,29
17,3,12,12,13,29
18,2,12,13,12,28
19,3,12,12,13,27
20,4,13,12,12,28
21,3,13,13,13,29
22,2,14,13,12,28
